title,contributor,date,isPartOf,abstract,subject,publisher,rights,url,troveUrl
Australians celebrate 2010,Shane McLeod (Reporter); Tanya Nolan,2010-01-01,ABC Radio. AM,Australias biggest new years party was in Sydney last night and the traditional fireworks show was claimed to be the biggest yet Police estimate up to one million people swarmed to vantage points a,Sydney;  New Years Eve;  fireworks;  police; Community and Society,Australian Broadcasting Corporation,Copyright 2010 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/am/content/2009/s2783829.htm,http://trove.nla.gov.au/version/204821468
Breakthrough for Tasmanian devil cancer,Felicity Ogilvie (Reporter); Tanya Nolan,2010-01-01,ABC Radio. AM,For years scientists have been trying to work out exactly what kind of cancer is killing Tasmanian devils Now an international team say theyve found cancerous nerve cells are to blame,Nerve cells;  tasmanian devil;  cancer;  tumour;  Tony Papenfuss;  Greg Woods; Health -- Diseases and Disorders -- Cancer Science and Technology -- Animals -- Mammals,Australian Broadcasting Corporation,Copyright 2010 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/am/content/2009/s2783830.htm,http://trove.nla.gov.au/version/204821470
Middle East caviar producers hit hard times,Ben Knight (Reporter); Tanya Nolan,2010-01-01,ABC Radio. AM,It might be a small consolation to people whove lost their jobs in the financial crisis but even the richest of the rich are having to adjust their lifestyles At a caviar farm in northern Israel t,Caviar;  Israel;  GFC; Business; Economics and Finance Government and Politics -- Foreign Affairs,Australian Broadcasting Corporation,Copyright 2010 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/am/content/2009/s2783845.htm,http://trove.nla.gov.au/version/204821472
Politicians new year's message,Samantha Hawley (Reporter); Tanya Nolan,2010-01-01,ABC Radio. AM,The global financial crisis and the emissions trading scheme have featured highly in the Prime Ministers and Opposition Leaders new year messages to the nation,Kevin Rudd;  Tony Abbott;  New year message;  Global Finanical Crisis;  black saturday;  emissions trading scheme.; Government and Politics,Australian Broadcasting Corporation,Copyright 2010 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/am/content/2009/s2783851.htm,http://trove.nla.gov.au/version/204821474
Swine flu contagious period shorter than first thought,Simon Lauder (Reporter); Tanya Nolan,2010-01-01,ABC Radio. AM,Some new research into swine flu is shedding light on the risk factors and infection rate of the virus A joint study by researchers from the US and the UK has found that children are twice as likely,Swine flu;  Dr Carrie Reed;  CDC; Health -- Diseases and Disorders -- Swine Influenza,Australian Broadcasting Corporation,Copyright 2010 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/am/content/2009/s2783857.htm,http://trove.nla.gov.au/version/204821476
2010 a big election year ,Samantha Donovan (Reporter); ,2010-01-01,ABC Radio. AM,State elections will be held in South Australia Tasmania and Victoria in 2010 The federal election will also be held at some point this year Political scientists say Tasmania is the state most like,elections;  Victoria;  Tasmania;  South Australia;  Brian Costar;  Paul Strangio;  Nick Economou; Government and Politics,Australian Broadcasting Corporation,Copyright 2010 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/am/content/2009/s2783908.htm,http://trove.nla.gov.au/version/204821469
Entrepreneurs bullish about 2010,Sue Lannin (Reporter); Tanya Nolan,2010-01-01,ABC Radio. AM,There is no doubt that 2009 was a challenging year for the economy 2010 is looking brighter but many in the business world are still cautious In Australia production is expected to rebound and t,Economy;  business;  Greg Roebuck;  Jon Dobell;  Luke Bayliss;  Ruslan Kogan; Business; Economics and Finance,Australian Broadcasting Corporation,Copyright 2010 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/am/content/2009/s2783836.htm,http://trove.nla.gov.au/version/204821471
Toddler killed in police pursuit,David Mark (Reporter); Tanya Nolan,2010-01-01,ABC Radio. AM,New South Wales Police are defending a high-speed car chase overnight that ended in the death of a two-year-old girl Police say the girl died when a car driven by two alleged armed robbers crashed in,NSW police;  speeding;  police pursuit; Community and Society -- Death,Australian Broadcasting Corporation,Copyright 2010 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/am/content/2009/s2783848.htm,http://trove.nla.gov.au/version/204821473
1979 Cabinet documents detail refugee concerns,Linda Mottram (Reporter); Tanya Nolan,2010-01-01,ABC Radio. AM,Secret Australian Cabinet documents from 1979 released by the National Archives show that 30 years ago the then Fraser government faced dilemmas on refugee boat arrivals Federal Cabinet was warned t,National Archives;  Cabinet documents;  Malcolm Fraser;  Vietnam;  refugees; ; Community and Society -- Immigration -- Refugees Government and Politics,Australian Broadcasting Corporation,Copyright 2010 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/am/content/2009/s2783855.htm,http://trove.nla.gov.au/version/204821475
Raunchy exhibition in London's National Gallery ,Emma Alberici (Reporter); Tanya Nolan,2010-01-01,ABC Radio. AM,The National Gallery in London is for the first time exhibiting a modern art installation Its one of the most unlikely exhibits to ever make its way into the home of historys great masters a life,National Gallery London;  Ed Keinholz;  Collin Wiggins;  Hoerengracht; Arts and Entertainment -- Visual Art -- Sculpture,Australian Broadcasting Corporation,Copyright 2010 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/am/content/2009/s2783859.htm,http://trove.nla.gov.au/version/204821477
Death toll rises after Pakistan bomb blast,Sally Sara (Reporter); Brendan Trembath,2010-01-02,ABC Radio. AM,A massive bomb blast has marked a bloody start to the new year for Pakistan The bomb was detonated as sports fans gathered in a north-western village to watch two local teams compete in a volleyball,Pakistan;  Taliban;  Islamist extremists;  bomb;  Pakistan military; Unrest; Conflict and War -- Terrorism,Australian Broadcasting Corporation,Copyright 2010 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/am/content/2009/s2784145.htm,http://trove.nla.gov.au/version/204821460
