title,contributor,date,isPartOf,abstract,subject,publisher,rights,url,troveUrl
Sounds of Summer: Religion's future,Tanya Nolan (Reporter); Hamish Robertson,2003-01-02,ABC Radio. PM Archive,The recent wave of terrorism has had a profound psychological impact on western nations No longer do people take for granted the relative safety they used to enjoy as they went about their daily live,religion;  future;  buddhism;  christianity; ; ,Australian Broadcasting Corporation,Copyright 2004 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/pm/stories/s752947.htm,http://trove.nla.gov.au/version/205365060
Sounds of Summer: Preparing for an Antarctic year,Nicole Johnston (Reporter); Hamish Robertson,2003-01-03,ABC Radio. PM Archive,The frozen continent of Antarctica is one of the worlds last unspoilt places a wilderness thats both pristine and isolated and each year hundreds of scientists embark on a long sea voyage across t,antarctica;  camp;  training;  rock-climbing;  abseiling;  food;  mawson station;  aurora australis;  davis station;  casey;  macquarie; ; Science and Technology Community and Society,Australian Broadcasting Corporation,Copyright 2004 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/pm/stories/s752949.htm,http://trove.nla.gov.au/version/205365059
Government denies SAS involvement in Iraq,Louise Yaxley (Reporter); Tanya Nolan,2003-01-06,ABC Radio. PM,Acting Prime Minister John Anderson denies Australian commandos are involved in any covert operations in Iraq and rejects reports there are Australian specialist troops in the region,iraq;  hussein;  saddam;  weapons;  destruction;  national;  bostock;  commandos;  northern;  iraq;  anderson;  calls; ,Australian Broadcasting Corporation,Copyright 2003 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/pm/stories/s758371.htm,http://trove.nla.gov.au/version/205365055
China prepares to join space superpowers,Mark Colvin (Reporter); Tanya Nolan,2003-01-06,ABC Radio. PM,China is edging closer to becoming only the third country in the world to put astronauts in space as its latest unmanned spacecraft the Divine Vessel 4 touched down in the countrys north after ne,china;  space;  communist;  manned;  orbit;  divine; ,Australian Broadcasting Corporation,Copyright 2003 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/pm/stories/s758372.htm,http://trove.nla.gov.au/version/205365057
BHP chief executive out in shake-up,Kate Tozer (Reporter); Tanya Nolan,2003-01-06,ABC Radio. PM,A bitter battle in the boardroom of BHP Billiton has resulted in the shock resignation of its chief executive with Brian Gilbertson quitting following an emergency meeting of executives in Melbourne,BHP;  billiton;  chief;  executive;  officer;  board;  uk;  australia;  chip;  goodyear;  brian;  gilbertson; Business; Economics and Finance -- Company News,Australian Broadcasting Corporation,Copyright 2003 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/pm/stories/s758367.htm,http://trove.nla.gov.au/version/205365054
Double suicide blasts rock Tel Aviv neigbourhood,Sally Sara (Reporter); Tanya Nolan,2003-01-06,ABC Radio. PM,Israel has hit back and is promising further retaliatory strikes against militant Palestinian groups after two suicide bombers killed up to 23 people in Tel Aviv,israel;  palestine;  sara;  middle;  east;  tel;  aviv;  neighbourhood;  poor; ,Australian Broadcasting Corporation,Copyright 2003 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/pm/stories/s758369.htm,http://trove.nla.gov.au/version/205365056
England fans celebrate test match win,Tanya Nolan (Reporter); Tanyaa Nolan,2003-01-06,ABC Radio. PM,The Barmy Army at last has something to celebrate tonight after England scored a convincing victory over Australia in the fifth and final test in Sydney this afternoon,cricket;  ashes;  jim;  maxwell;  barmy;  army;  uk;  britain;  england;  team; ,Australian Broadcasting Corporation,Copyright 2003 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/pm/stories/s758490.htm,http://trove.nla.gov.au/version/205365058
Carr calls for calm over Mufti arrest,Jo Mazzocchi (Reporter); Tanya Nolan,2003-01-07,ABC Radio. PM Archive,New South Wales Premier Bob Carr has today called for calm after the arrest of Australias Muslim spiritual leader Sheik Tajuddin el Hilaly for traffic offences and allegedly assaulting Police amid,mufti;  arrest;  sheik; Tajuddin;  el Hilaly;  traffic;  police;  brogden;  carr;  assaulting; Community and Society -- Race Relations Government and Politics,Australian Broadcasting Corporation,Copyright 2004 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/pm/stories/s758936.htm,http://trove.nla.gov.au/version/205365049
North Korea raises stakes in nuclear stand-off,Mark Simkin (Reporter); Tanya Nolan,2003-01-07,ABC Radio. PM Archive,North Korea has raised the stakes in its standoff with the United States declaring that if Washington imposed sanctions it would amount to a declaration of war a war without mercy,North;  Korea;  missiles;  scud;  yemen;  sanctions;  trading;  US;  bush;  kim;  jong;  il;  nuclear;  war;  invade; Government and Politics -- Foreign Affairs,Australian Broadcasting Corporation,Copyright 2004 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/pm/stories/s758941.htm,http://trove.nla.gov.au/version/205365051
Prickly pear pest's new stand in SA,Nance Haxton (Reporter); Tanya Nolan,2003-01-07,ABC Radio. PM Archive,It seems much like the scourge of rabbits before it the prickly pear could be on its way back overtaking farming land and tourists sites in its path,; Environment,Australian Broadcasting Corporation,Copyright 2004 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/pm/stories/s759092.htm,http://trove.nla.gov.au/version/205365053
