title,contributor,date,isPartOf,abstract,subject,publisher,rights,url,troveUrl
American laureate leads poetry revival,Agnes Cusack (Reporter); Hamish Robertson,2000-01-03,ABC Radio. PM Archive,American poet laureate Robert Pinsky believes that poetry is undergoing a renaissance as a result of the impact of the mass media People are looking for something human as a reaction to the ever-pres,poetry;  pinsky; Arts and Entertainment,Australian Broadcasting Corporation,Copyright 2003 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/pm/stories/s76951.htm,http://trove.nla.gov.au/version/205358242
Federal Government admits mobile phone system has problems,Sally Sara (Reporter); Mark Colvin,2000-01-05,ABC Radio. PM Archive,A day after the nations farmers complained about the new mobile phone system in the bush the Federal Government has admitted it does have teething problems But acting Prime Minister John Anderson s,telstra;  mobile;  phone;  rural;  farmer; Information and Communication,Australian Broadcasting Corporation,Copyright 2003 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/pm/stories/s76963.htm,http://trove.nla.gov.au/version/205358237
Chicken producers fear slow response to Newcastle outbreak,Lisa McGregor (Reporter); Mark Colvin,2000-01-05,ABC Radio. PM Archive,State and Federal officials have been meeting today to discuss what to do about a new outbreak of the Newcastle Virus which is deadly to poultry Chicken producers say the outbreak poses a major thre,newcastle;  disease;  chicken; ,Australian Broadcasting Corporation,Copyright 2003 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/pm/stories/s76970.htm,http://trove.nla.gov.au/version/205358239
Campaign fights for decade to be named the 'naughties',Jennifer Feller (Reporter); Mark Colvin,2000-01-05,ABC Radio. PM Archive,Now that weve quit the nineties a number of people are asking what should we call this new decade? And theres quite a lot of debate going on about it A report on one mans campaign to make this de,nineties;  naughties;  decade;  david;  art;  wales; ,Australian Broadcasting Corporation,Copyright 2003 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/pm/stories/s76975.htm,http://trove.nla.gov.au/version/205358241
Stock market slide may prove to be short-lived,Karon Snowdon (Reporter); Mark Colvin,2000-01-05,ABC Radio. PM Archive,Its the correction we had to have Stock markets around the world have all fallen significantly rubbing off some of the New Year gloss for investors The Australian Stock Exchange fell 73 points or,stock;  market;  down; Business;  Economics and Finance Business;  Economics and Finance -- Economic Trends Business; Economics and Finance -- Economic Trends,Australian Broadcasting Corporation,Copyright 2003 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/pm/stories/s76961.htm,http://trove.nla.gov.au/version/205358236
Queensland faced with return to minority rule,John Taylor (Reporter); Mark Colvin,2000-01-05,ABC Radio. PM Archive,In Queensland the Beattie Labor Government is warning it could return to minority rule It claims the Liberal Party may direct preferences at an upcoming by-election to the City-Country Alliance for,one;  nation;  queensland;  beattie;  election; Government and Politics,Australian Broadcasting Corporation,Copyright 2003 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/pm/stories/s76965.htm,http://trove.nla.gov.au/version/205358238
Nineties proves hottest decade on record,Mark Willacy (Reporter); Mark Colvin,2000-01-05,ABC Radio. PM Archive,The National Climate Centre has released figures showing that Australia is getting hotter Temperatures are now 0 8 of a degree higher than they were when records began in Australia some nine decades,climate;  weather;  nineties; Science and Technology,Australian Broadcasting Corporation,Copyright 2003 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/pm/stories/s76973.htm,http://trove.nla.gov.au/version/205358240
Christian accuses military of siding with Muslims in Ambon violence,Lisa McGregor (Reporter); Mark Colvin,2000-01-06,ABC Radio. PM Archive,The violence between Christians and Muslims has been continuing today on Indonesias Maluku Islands with the death toll over the last few weeks measured in the several hundreds and expected to go hi,ambon;  indonesia;  christian;  muslim;  violence; Community and Society -- Religion and Beliefs,Australian Broadcasting Corporation,Copyright 2003 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/pm/stories/s77245.htm,http://trove.nla.gov.au/version/205358231
Liberals rule out deal with former One Nation members,John Taylor (Reporter); Mark Colvin,2000-01-06,ABC Radio. PM Archive,Now to the backflip in Queensland Politics involving the party that grew from the ashes of One Nation The states Liberal Party has now ruled out any preference deal with Queenslands former One Nati,queensland;  liberal;  one;  nation; Government and Politics,Australian Broadcasting Corporation,Copyright 2003 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/pm/stories/s77249.htm,http://trove.nla.gov.au/version/205358233
Dolphin may have died from broken heart,David Weber (Reporter); Mark Colvin,2000-01-06,ABC Radio. PM Archive,Dolphins have a special place in the hearts of many people and so when three of the mammals die in mysterious circumstances in captivity theres an overwhelming response from the public Thats been,dolphin;  western;  australia;  underwater;  echo;  death; Lifestyle and Leisure -- Travel and Tourism,Australian Broadcasting Corporation,Copyright 2003 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/pm/stories/s77251.htm,http://trove.nla.gov.au/version/205358235
