title,contributor,date,isPartOf,abstract,subject,publisher,rights,url,troveUrl
A quagmire of debris in Goma,Sally Sara (Reporter); Sally Sara,2002-01-25,ABC Radio. The World Today Archive,Until about ten days ago the central African town of Goma in the Democratic Republic of Congo was an almost forgotten entity A former colonial resort on the edge of Lake Kivu a favourite place for,lesotho;  africa;  war; ; ,Australian Broadcasting Corporation,Copyright 2003 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/worldtoday/stories/s588062.htm,http://trove.nla.gov.au/version/205239597
Woody hearts and elephant dum,Mark Simkin (Reporter); Mark Simkin,2002-02-08,ABC Radio. The World Today Archive,In April one of Tokyos major rail lines will start making English-language announcements It is yet another sign of how the language is infiltrating the Japanese capital But just because English is,tokyo;  letter; Arts and Entertainment -- Comedy (Humour),Australian Broadcasting Corporation,Copyright 2003 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/worldtoday/stories/s479501.htm,http://trove.nla.gov.au/version/205239596
Beijing's old and new,Tom'O'Byrne (Reporter); Tom O'byrne,2002-02-11,ABC Radio. The World Today Archive,As China prepares for its annual New Year holiday festival in the coming days millions of migrant workers will head home to the same country villages where their people have lived for generations Bu,tokyo;  letter; Arts and Entertainment -- Comedy (Humour),Australian Broadcasting Corporation,Copyright 2003 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/worldtoday/stories/s479502.htm,http://trove.nla.gov.au/version/205239595
Mormon records in Salt Lake City,John Shovelan (Reporter); John Shovelan,2002-02-18,ABC Radio. The World Today Archive,We are half way through the Winter Olympics and the worlds gaze is fixed on Salt Lake City the home of the Mormon church About 150 years ago Mormons fled persecution and crossed the American plains,mormons;  salt lake city;  winter olympics; ; ,Australian Broadcasting Corporation,Copyright 2003 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/worldtoday/stories/s484325.htm,http://trove.nla.gov.au/version/205239594
The road from Islamabad to New Delhi,Jonathon Harley (Reporter); Note,2002-02-25,ABC Radio. The World Today Archive,India and Pakistan have been locked into deep animosity even by their standards since militants stormed the Indian Parliament on December 13th The deadly assault sparked an angry diplomatic row as,Islamabad;  New Dehli;  India;  Pakistan;  conflict;  Unrest; Conflict and War,Australian Broadcasting Corporation,Copyright 2003 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/worldtoday/stories/s491837.htm,http://trove.nla.gov.au/version/205239593
Brisk walking beats London traffic,Matt Peacock (Reporter); Matt Peacock,2002-03-01,ABC Radio. The World Today Archive,While the Kyoto protocol appears less and less likely to provide an international solution to our envirnonmental problems in the United Kingdom there is some hope of a breakthrough on one small part,kyoto protocol;  environment;  united kingdon;  traffic; Community and Society,Australian Broadcasting Corporation,Copyright 2003 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/worldtoday/stories/s494342.htm,http://trove.nla.gov.au/version/205239592
Football and blood in West Jerusalem,Tim Palmer (Reporter); Tim Palmer,2002-03-11,ABC Radio. The World Today Archive,Living in a country which has never had secure borders or peace with its neighbours Israelis pride themselves on being able to survive through troubled times better than anyone But the carnage of the,jerusalem;  israel;  palestinians; ;  Unrest; Conflict and War,Australian Broadcasting Corporation,Copyright 2003 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/worldtoday/stories/s501632.htm,http://trove.nla.gov.au/version/205239591
Sexual abuse rife in Aboriginal communities,"Tanya Nolan (Reporter); The Abc is currently reviewing the provision of full online transcripts for The World Today program. We apologise for any inconvenience. In order to assist the users of our site, the Abc is providing audio-on-demand files and a summary of each current affairs report. Previous transcripts are still available through the online archives.As a State Government inquiry into violence in Aboriginal communities gets underway in Perth today there's disturbing new information about the nationwide problem. Despite numerous inquiries and millions of dollars spent addressing the issue, the latest evidence suggests that the situation remains horrific and that sexual abuse in particular is causing Aboriginal culture to implode.Recent research has found that Aboriginal women are nearly 50 times more likely to be subjected to family violence than other Australians and that more than three quarters of the women in the Aboriginal population have suffered sexual abuse.Related LinksNew South Wales Aboriginal Justice Advisory CouncilAtsic",2002-03-25,ABC Radio. The World Today Archive,As a State Government inquiry into violence in Aboriginal communities gets underway in Perth today theres disturbing new information about the nationwide problem Despite numerous inquiries and milli,aboriginal;  women;  sexual;  abuse; Community and Society -- Indigenous (Aboriginal and Torres Strait Islander),Australian Broadcasting Corporation,Copyright 2003 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/worldtoday/stories/s513304.htm,http://trove.nla.gov.au/version/205239590
70 per cent of Aboriginal women sexually abused,Tanya Nolan (Reporter); ,2002-03-26,ABC Radio. The World Today Archive,Amidst high profile media attention on the Governor-General and the way he dealt with child sexual abuse when he was a senior pastoral administrator within the Anglican Church as well as Senator Bill,Aboriginal;  women;  sexual abuse;  statistics; Community and Society -- Indigenous (Aboriginal and Torres Strait Islander),Australian Broadcasting Corporation,Copyright 2003 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/worldtoday/stories/s513921.htm,http://trove.nla.gov.au/version/205239589
Extreme sports hard hit,Nick Grimm (Reporter); Eleanor Hall,2002-03-27,ABC Radio. The World Today Archive,One industry particularly hard hit by the sky-rocketing insurance premiums is adventure tourism Public liability insurance for activities like para-gliding and bungee-jumping has increased in some ca,insurance;  crisis;  liability;  public;  summit;  lawyers;  extreme sports;  Law;  Crime and Justice -- Laws Business; Economics and Finance,Australian Broadcasting Corporation,Copyright 2003 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/worldtoday/stories/s514883.htm,http://trove.nla.gov.au/version/205239588
